"Clay"||"107576592"|"109430802"
"Clay"||"107576593"|"109430537"
"Clay loam"||"107576594"|"109430718"
"Clay"||"107576595"|"109430719"
"Loam"||"107576596"|"109431042"
"Clay"||"107576597"|"109430717"
"Clay"||"107576598"|"109430716"
"Clay"||"107576599"|"109431041"
"Sandy clay loam"||"107576600"|"109430541"
"Clay loam"||"107576601"|"109430542"
"Clay"||"107576602"|"109431044"
"Sandy clay loam"||"107576603"|"109430538"
"Clay loam"||"107576604"|"109430539"
"Clay"||"107576605"|"109430540"
"Loamy fine sand"||"107576606"|"109431043"
"Fine sandy loam"||"107576607"|"109430804"
"Fine sandy loam"||"107576608"|"109430803"
"Clay"||"107576609"|"109430566"
"Clay"||"107576610"|"109430006"
"Clay"||"107576611"|"109429732"
"Clay"||"107576612"|"109429733"
"Sandy clay loam"||"107576645"|"109430413"
"Fine sandy loam"||"107576646"|"109430411"
"Sandy clay loam"||"107576647"|"109430408"
"Fine sandy loam"||"107576648"|"109430925"
"Loam"||"107576649"|"109430322"
"Fine sandy loam"||"107576650"|"109430923"
"Loam"||"107576651"|"109430320"
"Clay loam"||"107576652"|"109430415"
"Loam"||"107576653"|"109430418"
"Sandy clay loam"||"107576654"|"109430416"
"Clay loam"||"107576655"|"109430933"
"Sandy clay loam"||"107576656"|"109430329"
"Clay loam"||"107576657"|"109430180"
"Sandy clay loam"||"107576658"|"109430331"
"Clay loam"||"107576659"|"109430932"
"Clay loam"||"107576660"|"109430176"
"Sandy clay loam"||"107576661"|"109430178"
"Clay loam"||"107576662"|"109430927"
"Sandy clay loam"||"107576663"|"109430173"
"Clay loam"||"107576664"|"109430326"
"Sandy clay loam"||"107576665"|"109430929"
"Clay loam"||"107576666"|"109430324"
"Clay loam"||"107576667"|"109430182"
"Loam"||"107576668"|"109430336"
"Sandy clay loam"||"107576669"|"109430184"
"Clay loam"||"107576670"|"109430938"
"Clay loam"||"107576671"|"109430942"
"Sandy clay loam"||"107576672"|"109430340"
"Loam"||"107576673"|"109430940"
"Loam"||"107576674"|"109430338"
"Sandy clay loam"||"107576675"|"109430188"
"Clay loam"||"107576676"|"109430186"
"Loamy fine sand"||"107576777"|"109430576"
"Fine sandy loam"||"107576778"|"109430017"
"Loam"||"107576779"|"109430574"
"Sandy clay loam"||"107576780"|"109430016"
"Fine sandy loam"||"107576781"|"109429743"
"Loam"||"107576782"|"109429741"
"Sandy clay loam"||"107576783"|"109429739"
"Loam"||"107576784"|"109430014"
"Clay loam"||"107576785"|"109429737"
"Loam"||"107576786"|"109430573"
"Fine sandy loam"||"107576787"|"109430012"
"Clay loam"||"107576788"|"109430571"
"Sandy clay loam"||"107576789"|"109430229"
"Loam"||"107576790"|"109430227"
"Clay loam"||"107576791"|"109430225"
"Fine sandy loam"||"107576792"|"109430231"
"Loam"||"107576793"|"109430460"
"Clay loam"||"107576794"|"109430988"
"Sandy clay loam"||"107576795"|"109430462"
"Clay loam"||"107576796"|"109430223"
"Fine sandy loam"||"107576797"|"109430020"
"Fine sandy loam"||"107576798"|"109429861"
"Sandy clay loam"||"107576799"|"109429859"
"Fine sandy loam"||"107576800"|"109430859"
"Loamy fine sand"||"107576801"|"109431061"
